strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
GQ414542	GER1H_09	2009-01-XX	3	M	Germany	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
HQ641366	MMC88	2005-01-XX	3	M	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
HQ641357	MMC6	2005-09-XX	3	M	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
JF421977	KF17	2010-02-XX	3	M	Japan	G6_P[9]_I2_R2_C2_M2_A3_N2_T3_E3_H3	M2
JF304917	D205	1989-08-XX	3	M	Kenya	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
JF304928	AK26	1982-07-XX	3	M	Kenya	G2_P[4]_I2_R2_C2_M2_A2_N1_T2_E2_H2	M2
JX094030	RVA/Human_wt/SVN/SI_R56/07/2007/G6P[11]	2007-01-05	3	M	Slovenia	G6_P[11]_I2_R2_C2_M2_A13_N2_T6_E2_H3	M2
JF460836	Hu/BEL/F01498/2009/G3P[6]	2009-03-14	3	M	Belgium	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
JF460825	Hu/BEL/F01322/2009/G3P[6]	2009-02-18	3	M	Belgium	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KF636347	RVA/Human_wt/SWZ/MRC_DPRU4390/2010/G8G9P[6]_mixed_genotype	2010-07-22	3	M	Swaziland	G8_G9_P[6]_I2_R2_C2_M2_A2_N1_N2_T2_E2_H2_mixed_genotype	M2
JX567762	RVA/Human_wt/AUS/V585/2011/G10P[14]	2011-08-19	3	M	Australia	G10_P[14]_I2_R2_C2_M2_A11_N2_T6_E2_H3	M2
KF636359	RVA/Human_wt/ZMB/MRC_DPRU1621/2008/G8P[4]	2008-10-19	3	M	Zambia	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KF636313	RVA/Human_wt/ZMB/MRC_DPRU3463/2009/G8P[4]	2009-04-13	3	M	Zambia	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KF636324	RVA/Human_wt/ZAF/MRC_DPRU1061/2009/G2P[4]	2009-05-18	3	M	South_Africa	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ751891	RVA/Human_wt/ETH/MRC_DPRU2241/2009/G3P[6]	2009-07-18	3	M	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ752097	RVA/Human_wt/ETH/MRC_DPRU1873/2008/G3P[6]	2008-12-29	3	M	Ethiopia	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ751604	RVA/Human_wt/TZA/MRC_DPRU4576/2010/G8P[4]	2010-10-15	3	M	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ751814	RVA/Human_wt/ZAF/MRC_DPRU797/2000/G9P[6]	2000-05-04	3	M	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ751671	RVA/Human_wt/ZAF/MRC_DPRU4079_00/2000/G9P[6]	2000-10-11	3	M	South_Africa	G9_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ751615	RVA/Human_wt/TZA/MRC_DPRU4568/2011/G8P[4]	2011-01-14	3	M	Tanzania	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ752620	RVA/Human_wt/SEN/MRC_DPRU2053/2009/G8P[6]	2009-01-02	3	M	Senegal	G8_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KJ752352	RVA/Human_wt/GNB/MRC_DPRU5615/2011/G6P[6]	2011-03-26	3	M	Guinea_Bissau	G6_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
KF500521	RVA/Human_wt/USA/12US1134/2012/G3P[9]	2012-04-16	3	M	USA	G3_P[9]_I2_R2_C2_M2_A3_N2_T1_E2_H3	M2
KJ752185	RVA/Human_wt/TGO/MRC_DPRU5164/2010/G3P[6]	2010-11-XX	3	M	Togo	G3_P[6]_I2_R2_C2_M2_A2_N2_T2_E2_H2	M2
