strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
EU839965	SK423	2005-12-XX	6	I	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	I1
FJ685614	NIV929893	1992-07-XX	6	I	India	G1_P[19]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
FJ747629	GER172_08	2008-07-XX	6	I	Germany	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	I1
EU839971	SK277	2005-12-XX	6	I	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	I1
FJ747617	GER126_08	2008-04-XX	6	I	Germany	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	I1
GU199507	RVA/Human_wt/BGD/Matlab36/2002/G11P[8]	2002-08-22	6	I	Bangladesh	G11_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	I1
GU199521	RVA/Human_wt/BGD/Dhaka6/2001/G11P[25]	2001-07-01	6	I	Bangladesh	G11_P[25]_I1_R1_C1_M1_A1_N1_T1_Ex_H1	I1
EU984108	0613158_CA	2006-05-XX	6	I	India	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	I1
GU592515	Nov09_D67	2009-02-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
JF813101	E1545	2009-03-02	6	I	China	G9_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
JF813105	Z1108	2008-11-03	6	I	China	G9_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477116	Nov09_B23	2009-03-XX	6	I	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GU390453	Nov09_D100	2009-05-XX	6	I	Russia	G4_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
GQ477132	Nov09_D91	2009-05-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
GQ477129	Nov09_D58	2009-02-XX	6	I	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477117	Nov09_B28	2009-03-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
AB669014	OH1998	2008-05-05	6	I	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477120	Nov09_B56	2009-05-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477123	Nov09_D10	2009-01-XX	6	I	Russia	G9_P[x]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GU390457	Nov09_D182	2009-08-XX	6	I	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
GQ477127	Nov09_D47	2009-02-XX	6	I	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477130	Nov09_D74	2009-02-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
GU390454	Nov09_D110	2009-05-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
GQ477126	Nov09_D27	2009-01-XX	6	I	Russia	G3_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GU390455	Nov09_D115	2009-06-XX	6	I	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
AB669010	OH1908	2008-03-09	6	I	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
AB669006	OH1889	2008-03-03	6	I	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
AB669018	OH2024	2008-05-16	6	I	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477125	Nov09_D23	2009-01-XX	6	I	Russia	G3_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
GQ477124	Nov09_D12	2009-01-XX	6	I	Russia	G4_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
GQ477128	Nov09_D57	2009-02-XX	6	I	Russia	Gx_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_Hx	I1
JQ818165	Hu/RUS/Nov04_H641/2004/G9	2004-05-XX	6	I	Russia	Gx_P[x]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
JQ818162	Hu/RUS/Nov03_H269/2003/G1P[8]	2003-12-XX	6	I	Russia	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_Ex_Hx	I1
