strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
FJ747631	GER172_08	2008-07-XX	5	A	Germany	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
FJ747620	GER126_08	2008-04-XX	5	A	Germany	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
EU839966	SK423	2005-12-XX	5	A	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	A1
GU189555	R479	2004-12-XX	5	A	Ireland	G1_G4_P[6]_I5_R1_C1_M1_A1_N1_T7_E1_H1_mixed_genotype	A1
EU839972	SK277	2005-12-XX	5	A	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	A1
EU984098	0613158_CA	2006-05-XX	5	A	India	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
GU199522	RVA/Human_wt/BGD/Dhaka6/2001/G11P[25]	2001-07-01	5	A	Bangladesh	G11_P[25]_I1_R1_C1_M1_A1_N1_T1_Ex_H1	A1
GU199509	RVA/Human_wt/BGD/Matlab36/2002/G11P[8]	2002-08-22	5	A	Bangladesh	G11_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
GU199498	RVA/Human_wt/NPL/KTM368/2004/G11P[25]	2004-04-XX	5	A	Nepal	G11_P[25]_I12_R1_C1_M1_A1_N1_T1_E1_H1	A1
HQ670642	MMC71	2005-11-XX	5	A	Bangladesh	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
HQ670635	MMC38	2005-04-XX	5	A	Bangladesh	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
JQ087429	RVA/Human_tc/CHN/Y128/2004/G1P[8]	2004-11-XX	5	A	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
AB714262	Vietnam/163/G10P[8]	2008-05-XX	5	A	Viet_Nam	G10_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
JQ087451	RVA/Human_tc/E1911/2009/G1P[8]	2009-11-XX	5	A	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	A1
