strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
GQ414547	GER1H_09	2009-01-XX	8	N	Germany	G8_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	N2
HQ641360	MMC6	2005-09-XX	8	N	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	N2
HQ641369	MMC88	2005-01-XX	8	N	Bangladesh	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	N2
JF804985	6212	2003-01-14	8	N	USA	G3_P[3]_I3_R1_Cx_Mx_A9_N2_T3_Ex_H6	N2
JF421982	KF17	2010-02-XX	8	N	Japan	G6_P[9]_I2_R2_C2_M2_A3_N2_T3_E3_H3	N2
JF304922	D205	1989-08-XX	8	N	Kenya	G2_P[4]_I2_R2_C2_M2_A2_N2_T2_E2_H2	N2
JN116542	RVA/Human_wt/BFA/263_BF/2010/G6P[6]	2010-01-27	8	N	Burkina_Faso	G6_P[6]_I2_Rx_Cx_Mx_A2_N2_T2_E2_H2	N2
JN116544	RVA/Human_wt/BFA/272_BF/2010/G6P[6]	2010-02-02	8	N	Burkina_Faso	G6_P[6]_I2_Rx_Cx_Mx_A2_N2_T2_E2_H2	N2
JQ837885	RVA/Human_wt/IDN/BL_5210/2006/G2P[4]	2006-05-XX	8	N	Indonesia	G2_P[4]_P[8]_Ix_Rx_Cx_Mx_Ax_N2_Tx_E2_H2_mixed_genotype	N2
JQ715660	RVA/Human_wt/BRA/NSC206/1993/G2P[x]	1993-07-08	8	N	Brazil	G2_P[x]_Ix_R2_Cx_M2_A2_N2_T2_Ex_H2	N2
JQ715662	RVA/Human_wt/BRA/NSC212/1993/G2P[4]	1993-07-20	8	N	Brazil	G2_P[4]_Ix_Rx_Cx_Mx_Ax_N2_T2_Ex_H2	N2
JQ715661	RVA/Human_wt/BRA/NSC209/1993/G2P[4]	1993-07-14	8	N	Brazil	G2_P[4]_Ix_R2_C2_M2_A2_N2_T2_Ex_H2	N2
