strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
EU839968	SK423	2005-12-XX	7	T	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	T1
HQ127401	Om473	2000-04-03	7	T	USA	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
FJ747633	GER172_08	2008-07-XX	7	T	Germany	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
HQ127398	OM46	1998-06-26	7	T	USA	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
HQ127400	Om67	1998-05-05	7	T	USA	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
HQ127399	Om59	1998-04-06	7	T	USA	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
EU839974	SK277	2005-12-XX	7	T	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	T1
HQ127396	Om34	1998-03-18	7	T	USA	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
HQ127397	Om38	1998-03-19	7	T	USA	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
FJ747622	GER126_08	2008-04-XX	7	T	Germany	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
GU199523	RVA/Human_wt/BGD/Dhaka6/2001/G11P[25]	2001-07-01	7	T	Bangladesh	G11_P[25]_I1_R1_C1_M1_A1_N1_T1_Ex_H1	T1
EU984100	0613158_CA	2006-05-XX	7	T	India	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
GU199500	RVA/Human_wt/NPL/KTM368/2004/G11P[25]	2004-04-XX	7	T	Nepal	G11_P[25]_I12_R1_C1_M1_A1_N1_T1_E1_H1	T1
GU199511	RVA/Human_wt/BGD/Matlab36/2002/G11P[8]	2002-08-22	7	T	Bangladesh	G11_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
HQ670637	MMC38	2005-04-XX	7	T	Bangladesh	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
HQ670644	MMC71	2005-11-XX	7	T	Bangladesh	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
JQ087453	RVA/Human_tc/E1911/2009/G1P[8]	2009-11-XX	7	T	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
AB714264	Vietnam/163/G10P[8]	2008-05-XX	7	T	Viet_Nam	G10_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
JQ087442	RVA/Human_tc/CHN/R588/2005/G1P[8]	2005-06-XX	7	T	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
JQ087431	RVA/Human_tc/CHN/Y128/2004/G1P[8]	2004-11-XX	7	T	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
JQ715671	RVA/Human_wt/BRA/HST327/1999/G4P[6]	1999-10-07	7	T	Brazil	G4_P[x]_Ix_R1_C1_M1_Ax_N1_T1_Ex_H1	T1
JQ715668	RVA/Human_wt/BRA/NB150/1997/G1G4P[6]	1997-02-03	7	T	Brazil	Gx_P[x]_Ix_Rx_C1_M1_A1_Nx_T1_Ex_H1	T1
JX509932	ZTR_68/CHN/2010/G1P[8]	2010-11-12	7	T	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
JX040431	RVA/human_wt/IND/N_38/2009/G11P[25]	2009-06-XX	7	T	India	G11_P[25]_I12_R1_C1_Mx_A1_N1_T1_E1_H1	T1
AB741657	Ryukyu_1120	2011-11-XX	7	T	Japan	G5_P[6]_I5_R1_C1_M1_A8_N1_T1_E1_H1	T1
KF636187	RVA/Human_wt/ZAF/MRC_DPRU1492/2010/G1P[8]	2010-06-16	7	T	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	T1
