strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
FJ747626	GER172_08	2008-07-XX	2	C	Germany	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
FJ747614	GER126_08	2008-04-XX	2	C	Germany	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
GU189552	R479	2004-12-XX	2	C	Ireland	G1_G4_P[6]_I5_R1_C1_M1_A1_N1_T7_E1_H1_mixed_genotype	C1
GU199504	RVA/Human_wt/BGD/Matlab36/2002/G11P[8]	2002-08-22	2	C	Bangladesh	G11_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
EU984104	0613158_CA	2006-05-XX	2	C	India	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
GU199519	RVA/Human_wt/BGD/Dhaka6/2001/G11P[25]	2001-07-01	2	C	Bangladesh	G11_P[25]_I1_R1_C1_M1_A1_N1_T1_Ex_H1	C1
GU199493	RVA/Human_wt/NPL/KTM368/2004/G11P[25]	2004-04-XX	2	C	Nepal	G11_P[25]_I12_R1_C1_M1_A1_N1_T1_E1_H1	C1
HQ670633	MMC38	2005-04-XX	2	C	Bangladesh	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
HQ670640	MMC71	2005-11-XX	2	C	Bangladesh	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
JQ087424	RVA/Human_tc/CHN/Y128/2004/G1P[8]	2004-11-XX	2	C	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
JQ087446	RVA/Human_tc/E1911/2009/G1P[8]	2009-11-XX	2	C	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
JQ087435	RVA/Human_tc/CHN/R588/2005/G1P[8]	2005-06-XX	2	C	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
AB714259	Vietnam/163/G10P[8]	2008-05-XX	2	C	Viet_Nam	G10_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
JX509936	ZTR_68/CHN/2010/G1P[8]	2010-11-12	2	C	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
AB741650	Ryukyu_1120	2011-11-XX	2	C	Japan	G5_P[6]_I5_R1_C1_M1_A8_N1_T1_E1_H1	C1
KF636224	RVA/Human_wt/ZAF/MRC_DPRU1262/2004/G1P[8]	2004-06-01	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636202	RVA/Human_wt/ZAF/MRC_DPRU2030/2010/G1P[8]	2010-07-12	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636169	RVA/Human_wt/ZAF/MRC_DPRU2306/2009/G1P[8]	2009-06-09	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636191	RVA/Human_wt/ZAF/MRC_DPRU1492/2010/G1P[8]	2010-06-16	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636158	RVA/Human_wt/ZAF/MRC_DPRU2325/2009/G1P[8]	2009-06-19	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636147	RVA/Human_wt/ZMB/MRC_DPRU3491/2009/G12P[6]	2009-09-08	2	C	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636268	RVA/Human_wt/ZAF/MRC_DPRU2330/2009/G1P[8]	2009-06-22	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636235	RVA/Human_wt/ZAF/MRC_DPRU2035/2010/G1P[8]	2010-07-19	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
KF636180	RVA/Human_wt/ZAF/MRC_DPRU2061/2010/G1P[8]	2010-08-10	2	C	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	C1
