strain	strain_name	date	segment_num	segment_name	country	full_genotype	genotype_group
GU189559	R479	2004-12-XX	11	H	Ireland	G1_G4_P[6]_I5_R1_C1_M1_A1_N1_T7_E1_H1_mixed_genotype	H1
EU839976	SK277	2005-12-XX	11	H	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	H1
FJ747635	GER172_08	2008-07-XX	11	H	Germany	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
EU839970	SK423	2005-12-XX	11	H	Bangladesh	G12_P[6]_I1_Rx_Cx_Mx_A1_N1_T1_E1_H1	H1
FJ747624	GER126_08	2008-04-XX	11	H	Germany	Gx_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
GU199502	RVA/Human_wt/NPL/KTM368/2004/G11P[25]	2004-04-XX	11	H	Nepal	G11_P[25]_I12_R1_C1_M1_A1_N1_T1_E1_H1	H1
EU984102	0613158_CA	2006-05-XX	11	H	India	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
EF560712	RVA/Human_wt/BGD/Dhaka6/2001/G11P[25]	2001-07-01	11	H	Bangladesh	G11_P[25]_I1_R1_C1_M1_A1_N1_T1_Ex_H1	H1
GU199513	RVA/Human_wt/BGD/Matlab36/2002/G11P[8]	2002-08-22	11	H	Bangladesh	G11_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
HQ670645	MMC71	2005-11-XX	11	H	Bangladesh	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
HQ670638	MMC38	2005-04-XX	11	H	Bangladesh	G9_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
JQ043321	CMH060/07	2007-03-XX	11	H	Thailand	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
AB714268	Vietnam/163/G10P[8]	2008-05-XX	11	H	Viet_Nam	G10_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
JQ043323	CMH110/07	2007-08-XX	11	H	Thailand	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JQ087433	RVA/Human_tc/CHN/Y128/2004/G1P[8]	2004-11-XX	11	H	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
JQ043322	CMH090/07	2007-06-XX	11	H	Thailand	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JQ043320	CMH056/07	2007-03-XX	11	H	Thailand	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JQ043318	CMH050/07	2007-03-XX	11	H	Thailand	G1_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JQ087444	RVA/Human_tc/CHN/R588/2005/G1P[8]	2005-06-XX	11	H	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
JQ087455	RVA/Human_tc/E1911/2009/G1P[8]	2009-11-XX	11	H	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
JQ043319	CMH055/07	2007-03-XX	11	H	Thailand	G3_P[8]_Ix_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JQ043315	CMH042/07	2007-03-XX	11	H	Thailand	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JQ043313	CMH014/07	2007-02-XX	11	H	Thailand	G3_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
JX682996	Hu/RUS/Nov12_N3984/2012/G4P[8]	2012-03-XX	11	H	Russia	Gx_P[8]_Ix_Rx_Cx_Mx_Ax_N1_Tx_Ex_H1	H1
JQ715678	RVA/Human_wt/BRA/HSP180/1999/G4P[6]	1999-03-16	11	H	Brazil	Gx_P[x]_Ix_R1_C1_M1_A8_N1_T7_E1_H1	H1
JQ715676	RVA/Human_wt/BRA/NB150/1997/G1G4P[6]	1997-02-03	11	H	Brazil	Gx_P[x]_Ix_Rx_C1_M1_A1_Nx_T1_Ex_H1	H1
JX509934	ZTR_68/CHN/2010/G1P[8]	2010-11-12	11	H	China	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
JQ715679	RVA/Human_wt/BRA/HST327/1999/G4P[6]	1999-10-07	11	H	Brazil	G4_P[x]_Ix_R1_C1_M1_Ax_N1_T1_Ex_H1	H1
KC020047	Hu/RUS/Nov12_N3835/2012/G2G3P[8]	2012-02-XX	11	H	Russia	Gx_P[x]_I2_Rx_Cx_Mx_Ax_Nx_Tx_Ex_H1	H1
KC020046	Hu/RUS/Nov04_H390/2004/G1P[4]	2004-03-XX	11	H	Russia	Gx_P[4]_Ix_Rx_Cx_Mx_Ax_N2_Tx_Ex_H1	H1
JX040435	RVA/human_wt/IND/N_38/2009/G11P[25]	2009-06-XX	11	H	India	G11_P[25]_I12_R1_C1_Mx_A1_N1_T1_E1_H1	H1
AB741659	Ryukyu_1120	2011-11-XX	11	H	Japan	G5_P[6]_I5_R1_C1_M1_A8_N1_T1_E1_H1	H1
KF636277	RVA/Human_wt/ZAF/MRC_DPRU2052/2010/G1P[8]	2010-08-05	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636233	RVA/Human_wt/ZAF/MRC_DPRU2035/2010/G1P[8]	2010-07-19	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636200	RVA/Human_wt/ZAF/MRC_DPRU2030/2010/G1P[8]	2010-07-12	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636332	RVA/Human_wt/ZAF/MRC_DPRU1289/2007/G1P[8]	2007-04-27	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636189	RVA/Human_wt/ZAF/MRC_DPRU1492/2010/G1P[8]	2010-06-16	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636145	RVA/Human_wt/ZMB/MRC_DPRU3491/2009/G12P[6]	2009-09-08	11	H	Zambia	G12_P[6]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636156	RVA/Human_wt/ZAF/MRC_DPRU2325/2009/G1P[8]	2009-06-19	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636178	RVA/Human_wt/ZAF/MRC_DPRU2061/2010/G1P[8]	2010-08-10	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636266	RVA/Human_wt/ZAF/MRC_DPRU2330/2009/G1P[8]	2009-06-22	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF636222	RVA/Human_wt/ZAF/MRC_DPRU1262/2004/G1P[8]	2004-06-01	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
AB796464	RVA/human_wt/JPN/OH3514/2012/G1P[8]	2012-03-25	11	H	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
KF636167	RVA/Human_wt/ZAF/MRC_DPRU2306/2009/G1P[8]	2009-06-09	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
AB796465	RVA/human_wt/JPN/OH3592/2012/G1P[8]	2012-04-30	11	H	Japan	G1_P[8]_I1_Rx_Cx_Mx_Ax_Nx_Tx_E1_H1	H1
KF636211	RVA/Human_wt/ZAF/MRC_DPRU1544/2010/G1P[8]	2010-07-25	11	H	South_Africa	G1_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KC412041	RVA/Human_wt/ARG/Arg4605/2006/G4P6	2006-01-12	11	H	Argentina	Gx_P[6]_I1_R1_C1_M1_A8_N1_T7_E1_H1	H1
KC412042	RVA/Human_wt/ARG/Arg4671/2006/G4P6	2006-04-14	11	H	Argentina	Gx_P[6]_I1_R1_C1_M1_A8_N1_T1_E1_H1	H1
KF371850	RVA/Human_wt/CHN/E2432/2010/G3P[8]	2010-12-12	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF372013	RVA/Human_wt/CHN/Z1602/2012/G3P[8]	2012-01-11	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371762	RVA/Human_wt/CHN/E707/2007/G3P[8]	2007-10-18	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371991	RVA/Human_wt/CHN/Y106/2004/G3P[8]	2004-10-21	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371729	RVA/Human_wt/CHN/A16/2000/G3P[8]	2000-12-20	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371676	RVA/Human_tc/CHN/L148/2004/G3P[8]	2004-12-02	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371795	RVA/Human_wt/CHN/E1857/2009/G3P[8]	2009-10-12	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371936	RVA/Human_wt/CHN/L1621/2013/G3P[8]	2013-03-02	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371839	RVA/Human_wt/CHN/E2422/2010/G3P[8]	2010-12-07	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KF371861	RVA/Human_wt/CHN/E2461/2011/G3P[8]	2011-01-09	11	H	China	G3_P[8]_I1_R1_C1_M1_A1_N1_T1_E1_H1	H1
KJ094914	LL10131412	2010-12-03	11	H	China	G9_P[8]_I1_Rx_C1_M1_A1_N1_T1_E1_H1	H1
